id,target,SNR,sqrtSX,F0,F1,h0,alpha,delta,psi,phi,cosi
00000,1,151.57164578212283,1e-23,400.0,-1e-10,9.090909090909091e-25,3.5015508347159554,0.6224489369145807,0.17609869057641214,0.727684136633895,-0.5128241019548418
00001,1,157.4683308488858,1e-23,400.0,-1e-10,9.090909090909091e-25,5.4224904193921315,0.37555446928790714,0.7177632164712213,3.4553872617552317,0.5536026926639706
00002,0,0.0,1e-23,400.0,-1e-10,0.0,5.547717376011978,0.3887893617536721,-0.5030870253189643,5.163866862712763,0.6814921114291743
00003,1,95.95000991585191,1e-23,400.0,-1e-10,9.090909090909091e-25,1.618172341423665,-0.5863309259409246,0.001261746499213623,1.9654460064209758,0.13425422982538926
00004,0,0.0,1e-23,400.0,-1e-10,0.0,4.596099165920317,1.3294060751090857,-0.4661426917767937,4.947415668507321,0.2260887555326767
00005,0,0.0,1e-23,400.0,-1e-10,0.0,4.646032466981346,0.686533162616047,-0.1796760079261399,5.069844596231623,-0.4321975374405549
00006,1,159.7361903772386,1e-23,400.0,-1e-10,9.090909090909091e-25,5.503082743425234,-1.4560404528162967,0.20278333452965358,2.273206272314551,-0.5183211721540362
00007,0,0.0,1e-23,400.0,-1e-10,0.0,1.1964011774485355,-0.7631678753751003,-0.24218080580632362,3.083462565132109,0.4421593309900207
00008,0,0.0,1e-23,400.0,-1e-10,0.0,1.7536056092477168,0.4406939938986367,-0.5165392918841176,6.274584467099477,-0.9970535045653781
00009,0,0.0,1e-23,400.0,-1e-10,0.0,5.1091882487906455,-0.035766992061375916,0.02736142169980349,5.050022788703987,0.9623896178840354
00010,1,160.13344417461536,1e-23,400.0,-1e-10,9.090909090909091e-25,0.49048766217377004,-0.021397581115909895,0.14180622036746648,3.1078057305584936,-0.5918976646165501
00011,0,0.0,1e-23,400.0,-1e-10,0.0,2.612536423713801,-0.08588296916691661,0.4925170142704607,4.3759442820617105,0.1252203446431268
00012,0,0.0,1e-23,400.0,-1e-10,0.0,2.7824394547988542,-0.7866924630790747,0.21651195994407102,4.97198609445164,-0.7229968264218813
00013,0,0.0,1e-23,400.0,-1e-10,0.0,4.82556674003288,0.2362023434754619,0.34755647471148365,5.1325509634913615,-0.821248941139104
00014,0,0.0,1e-23,400.0,-1e-10,0.0,5.248251803199969,1.3920609652836822,0.2681999525119254,0.9999546331135692,-0.09689125008064692
00015,0,0.0,1e-23,400.0,-1e-10,0.0,2.3148456131356805,0.780033436331876,0.3386778534592836,3.2638333338751253,-0.09187029557293447
00016,1,94.89971248656342,1e-23,400.0,-1e-10,9.090909090909091e-25,3.2505636235786852,-0.052420245959621005,0.12633699735675996,1.8568647087339616,-0.18534977927616536
00017,1,103.74825824711732,1e-23,400.0,-1e-10,9.090909090909091e-25,6.056578868979541,0.648911013530506,0.22875949192577516,0.8684210037821462,-0.19975107788140667
00018,1,206.80605341075224,1e-23,400.0,-1e-10,9.090909090909091e-25,3.0391359297649645,-0.1674285368723662,-0.1745457272224482,5.787898443864639,0.8016347270723714
00019,0,0.0,1e-23,400.0,-1e-10,0.0,0.04612464916253863,0.5113525465851421,-0.4905661381481132,5.673695655051476,0.48090561335677373
00020,0,0.0,1e-23,400.0,-1e-10,0.0,0.3398258420911988,-0.25971932515604235,0.29002238385448353,0.8432499967367489,-0.5720793810360159
00021,1,234.98260942293328,1e-23,400.0,-1e-10,9.090909090909091e-25,0.58183896359127,1.0974652041784105,0.03022114471826287,1.2047303061431995,-0.8559243519519946
00022,1,241.4223273447706,1e-23,400.0,-1e-10,9.090909090909091e-25,5.236848948115973,-0.4937362422802762,0.6916387788951752,6.056103553273856,0.9237768113119589
00023,0,0.0,1e-23,400.0,-1e-10,0.0,4.352677499588037,1.207371740668319,-0.056923772593021504,4.240432121374897,0.8263521383895716
00024,1,183.7462345514932,1e-23,400.0,-1e-10,9.090909090909091e-25,2.1837435967452645,-1.2693050479935837,-0.3584383309904179,5.379658187322239,-0.6335161310764839
00025,0,0.0,1e-23,400.0,-1e-10,0.0,3.70172900308036,0.4664578640873101,-0.6301260022909286,0.18249791434485624,-0.6676099436922729
00026,1,96.80236440789587,1e-23,400.0,-1e-10,9.090909090909091e-25,0.06756966056244605,-0.7339931558192787,0.61655397221684,2.2626905850981345,-0.062377867042716195
00027,0,0.0,1e-23,400.0,-1e-10,0.0,3.1144923845149957,1.1342217156533174,-0.6938188106536209,5.12185942520291,0.7561108516300314
