id,target,SNR,sqrtSX,F0,F1,h0,alpha,delta,psi,phi,cosi
00000,1,73.10626317426338,1e-15,410.46119413000446,3.1850404001950116e-11,4e-17,2.403169774639222,0.12557432489523737,0.6336075934974437,5.715090186130243,-0.6091494374476607
00001,0,0.0,1e-15,394.8161325868622,-7.55968423085156e-11,0.0,2.15770800710959,-0.3142337269760047,0.5475528023705862,4.098754849024482,-0.9910878597719044
00002,1,81.97216606209028,1e-15,391.8749556484735,8.165098683915511e-11,4e-17,6.282708924584597,-0.04654483134537954,0.418776174201795,6.141542987194496,0.7092171974469734
00003,1,78.3762268190246,1e-15,419.8719004035897,-6.831356946026995e-11,4e-17,0.42000149123566216,0.2120355156656469,0.60604293950583,0.5083626636049204,0.6661602905050577
00004,1,98.05172710566104,1e-15,409.05245803103753,-2.3798501775590978e-11,4e-17,1.6510114286171127,-0.9760362770396857,0.703151986752721,3.43600616343448,0.8079245174476657
00005,0,0.0,1e-15,390.81823587365653,-1.4972664002440326e-11,0.0,2.7775470562160534,-1.3115348767479584,-0.35597438934122444,1.712888304452788,-0.27157538645758006
00006,1,42.862218936341954,1e-15,424.14249955700393,2.195088081588841e-12,4e-17,5.091330278638101,-0.36091796625948025,-0.4962944235684139,2.041819304722589,-0.12743186852512345
00007,0,0.0,1e-15,405.32931590932867,3.067511281223995e-11,0.0,1.4795508365071526,-0.21840618850615187,0.0821738426680575,0.5069455988519802,0.9870012507979868
00008,0,0.0,1e-15,404.57375009836665,-5.525928797394728e-11,0.0,3.77357123449794,0.896672855410215,0.2812617213205042,5.929695840386791,0.016159490776061602
00009,0,0.0,1e-15,401.7458275513956,1.9106657325484548e-11,0.0,5.318212080146886,-0.34111094390649055,0.758568825827552,3.2069751270923876,-0.19205109247743457
00010,0,0.0,1e-15,427.60247730716463,-7.951162311241101e-11,0.0,2.448623584683562,-0.5287455643229768,-0.30993501839387727,0.8008014355475424,-0.44483699587262215
00011,1,93.53688043063119,1e-15,392.14436856303894,-3.3379279345232665e-11,4e-17,3.331289750947323,-0.1248211470855312,-0.7622542830281472,1.0203370571168933,0.8235958092833346
00012,0,0.0,1e-15,426.78835339823763,-2.5437352412130747e-11,0.0,2.369454057259553,-0.5366478747098764,-0.4666952265945199,0.3485121531512672,-0.39700664318446166
00013,1,45.91572531621696,1e-15,391.2871532086659,-6.432963373117492e-11,4e-17,5.788062595488951,1.017264402566769,-0.6659222815263395,2.4043714869084827,-0.16074863886887747
00014,1,89.11693707592914,1e-15,391.9701260330584,-3.0315489583264e-11,4e-17,4.933993955031995,-0.2120374141454339,0.3471154448989706,4.864562896269396,-0.7790448962960377
00015,0,0.0,1e-15,411.00777501795494,2.8569316758310037e-11,0.0,1.3767171769198259,0.784381121791485,-0.007086294494043521,1.77116671763801,-0.2863457894779524
00016,1,45.567615810134434,1e-15,425.9447519936996,-8.813512367155201e-11,4e-17,3.9254851711756245,0.5612555657055819,0.49212995185622543,4.827871881511676,0.1870804144395224
00017,0,0.0,1e-15,395.3433095513745,-6.546366733062996e-11,0.0,1.5420419184629814,0.5274460522496585,0.12393019800946958,2.1636334849802683,-0.6182839697249038
00018,0,0.0,1e-15,402.89856047317295,7.35948414907971e-11,0.0,4.9127679057310765,-0.15561743764549948,-0.5001082962125258,5.450586873404168,-0.7974975602111574
00019,0,0.0,1e-15,397.61054691511447,-6.372390497852242e-11,0.0,0.7793534863026552,0.10244730974684892,0.27655109049752613,3.446553026052499,-0.5909584483194525
00020,0,0.0,1e-15,436.9871582256304,9.172787100982616e-11,0.0,6.020084887443745,0.46103820765602715,-0.08185769687244404,5.088764710248359,-0.41362173095208266
00021,1,42.989497589759644,1e-15,394.35369030339683,5.874272496982119e-11,4e-17,1.097962426369281,0.9076106287857391,0.7396761298827661,5.760163680879085,-0.052623239899228125
00022,0,0.0,1e-15,435.34285075999423,1.3449888870477872e-11,0.0,1.1526436328552632,0.05508624550334477,-0.1692823928846623,4.488337809947093,0.8956889758201638
00023,1,76.01609231664857,1e-15,398.7598980705603,-7.320128727181255e-11,4e-17,3.992711777898219,0.8701717056650725,0.7131154164772091,4.717765394560118,0.5945511026941792
00024,1,113.72599744626184,1e-15,436.4127174220397,-8.098747992170013e-11,4e-17,4.022488470023581,-0.48405720092887117,-0.5127491341141204,2.5364081984070053,-0.9868676896809434
00025,0,0.0,1e-15,427.0613588316141,-6.418766296951002e-11,0.0,0.15654510738111432,1.1055318118678534,-0.3502269344210178,5.745432025996072,0.35057348088357676
