id,target,SNR,sqrtSX,F0,F1,h0,alpha,delta,psi,phi,cosi
00000,1,299.23492812092314,1e-23,418.4928104349639,-3.275793756461369e-11,1.25e-24,4.86867340450653,0.04030561753170187,0.41672755676799844,3.197056362770611,0.8560033969328229
00001,1,196.15778330813802,1e-23,413.1733355229916,2.964501596126086e-11,1.25e-24,0.08437262158658038,-0.02452818700064895,0.49273564755738963,1.6278391259571157,0.48962932694704664
00002,0,0.0,1e-23,411.67171814461597,2.765704575591751e-12,0.0,5.259618505787572,-0.07163084024334222,-0.35480782673707956,3.136358432543323,0.8207735161127365
00003,0,0.0,1e-23,391.5413471809145,7.562451144133266e-11,0.0,5.492371412725215,0.8028412850163047,-0.10047778443738897,5.111219357031461,0.19210003843572498
00004,1,317.26611924584864,1e-23,392.7701820433535,4.4851135563452616e-11,1.25e-24,2.1138153217276883,-0.9314623317824984,0.028927004039699056,1.6325907398066375,-0.8501991662310806
00005,0,0.0,1e-23,419.39124230755056,-8.935936177361485e-11,0.0,0.4362799322769974,-0.4162095779444041,0.15953646927650955,2.1213112019622806,0.961809938510416
00006,1,294.5993094227007,1e-23,412.2429127141954,-9.372890890849222e-11,1.25e-24,3.1437896318980663,-0.8155886550227085,0.23002004912729634,4.168762589993798,-0.7860958104198554
00007,1,196.06393206960837,1e-23,394.51627404595126,-9.684279535706689e-11,1.25e-24,3.1601470576226474,-0.9671733894664069,0.021266558295301996,5.2516516821238355,0.44243536357722424
00008,1,321.6560903010764,1e-23,409.49492815434564,-3.812768605529393e-11,1.25e-24,0.8890995178006967,0.863850684557749,0.5963991329845499,5.510128078891449,-0.8657969255381543
00009,1,309.9629673096197,1e-23,402.8273389054214,7.654840990409683e-11,1.25e-24,2.4982951527866675,0.10269921298925241,0.4166824575745691,1.7069366513751945,-0.8842248661779828
00010,0,0.0,1e-23,406.82037517544,-2.281325103120378e-11,0.0,1.2261153807321108,-0.4227783792320168,-0.4990409481159136,2.719162338878149,0.16843957886543137
00011,0,0.0,1e-23,390.47642410663866,5.497911975630783e-11,0.0,0.7927348674949406,0.16532336606292702,0.7390816821745232,5.228615245820226,0.15335785400794855
00012,0,0.0,1e-23,393.7314563839014,3.2905537551536537e-11,0.0,2.2521091681624577,0.0502276738478219,0.5279042863786243,5.891806863878424,-0.9338594789466603
00013,0,0.0,1e-23,395.7854535549851,3.5789283879688105e-11,0.0,2.673808750959007,1.1858575869582015,0.2672210100461212,1.4672500629616603,-0.4557660619257151
00014,1,140.71881926379777,1e-23,402.1955860011629,-9.923842159961061e-11,1.25e-24,5.062841985431004,0.11294957110972206,-0.37799619877305923,5.31658061766346,-0.22400123877925826
00015,1,120.73910768183703,1e-23,407.2432913761759,2.4120229603584594e-11,1.25e-24,2.0952807084628087,-0.029040911874366988,0.26767104760171434,0.5647336816261307,0.047252444896629386
00016,1,223.29777553340352,1e-23,406.7987063114451,-6.01969981990951e-11,1.25e-24,0.0008312655858140354,1.490604226309369,-0.4124174245910576,3.92066970324466,-0.5323035853897766
