id,target,SNR,sqrtSX,F0,F1,h0,alpha,delta,psi,phi,cosi
00000,1,173.92137012546817,1e-23,394.0958744540809,-1.9791209403330175e-11,8.333333333333334e-25,0.5117508762886027,0.09279235054938166,-0.6912042416358606,1.3957267910234075,0.7239571494230099
00001,0,0.0,1e-23,390.43556809447165,4.521849043411127e-11,0.0,4.233620942184348,-0.11498710316668712,-0.7818145337271984,1.930454124721091,-0.9550854649559528
00002,0,0.0,1e-23,401.78305744650703,-1.8413834740354185e-11,0.0,3.7150344754287707,0.6105678888632631,0.241563364983981,0.11053796273196566,0.45083809508424944
00003,0,0.0,1e-23,397.57046809741996,6.664320817192395e-11,0.0,5.890500374905662,0.5585896836338129,0.20124526555912803,3.336199923273022,0.3884284584237312
00004,1,109.77189670648997,1e-23,407.2461157221569,-1.1056562084905777e-11,8.333333333333334e-25,4.805999205611027,-0.3154843688747323,0.6077062891522822,6.070308890253678,0.3330851709725653
00005,0,0.0,1e-23,419.922795085449,-9.418039987403866e-11,0.0,5.857517030970744,-0.8905531610089416,0.5792815149340189,3.9936156540580163,-0.9537942996101341
00006,1,88.87300188692657,1e-23,399.4806935481433,-6.682848103281847e-11,8.333333333333334e-25,3.0964096194015562,-0.6800817808506411,0.07531568602964989,5.578899869309482,-0.12135799626351873
00007,1,81.99941755517025,1e-23,412.9224090008579,8.862401866909101e-11,8.333333333333334e-25,5.301761997146943,0.30741607578497826,0.01655284044503169,1.443888466655791,-0.10035507393321996
00008,1,116.46484398202332,1e-23,409.6151040406781,4.715824175340256e-11,8.333333333333334e-25,3.4869604491290467,0.5549425751475782,0.13911481534093606,0.7829654026583116,0.3831530370147529
00009,0,0.0,1e-23,392.32083408208393,7.16278571983552e-11,0.0,3.4691648622113744,0.5100085467348134,-0.0003003571757236312,3.1966833659684846,0.1508163864821983
00010,0,0.0,1e-23,411.79288717584967,-3.6198469514066077e-12,0.0,0.6739829166569676,0.3749622052892611,0.17514509742864015,4.4338769663768325,-0.24182102252452053
00011,1,89.72272904737017,1e-23,393.4962050138522,4.780122708208277e-11,8.333333333333334e-25,4.8875476621052885,0.2587663255669729,-0.5463580288108807,6.021941350990418,-0.1357456497774967
00012,1,141.6451181168938,1e-23,403.9100442066698,6.010485929836995e-11,8.333333333333334e-25,5.952679721004489,0.2040697599045657,-0.032298002701812045,3.164833166788747,0.558989452678843
00013,1,200.7301671255936,1e-23,408.31820095726766,-6.37912542873444e-11,8.333333333333334e-25,2.8092283596954,0.6344978171561959,0.016223873635276553,4.530062142291854,0.8185140670992708
